course_name,letter_grade,description,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,IP,NP,NR,P,S,U
Environmental Engineering 152,P,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,,2%,,
Environmental Engineering 152,P,Number of Records,,,,,,,,,,,,,,,,,,3,,
Environmental Engineering 152,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,2%,,,,,,
Environmental Engineering 152,W,Number of Records,,,,,,,,,,,,,,3,,,,,,
Environmental Engineering 155,A,% of Total Number of Records along Grade Code Final,,25%,,,,,,,,,,,,,,,,,,
Environmental Engineering 155,A,Number of Records,,5,,,,,,,,,,,,,,,,,,
Environmental Engineering 155,A-,% of Total Number of Records along Grade Code Final,,,5%,,,,,,,,,,,,,,,,,
Environmental Engineering 155,A-,Number of Records,,,1,,,,,,,,,,,,,,,,,
Environmental Engineering 155,B,% of Total Number of Records along Grade Code Final,,,,,25%,,,,,,,,,,,,,,,
Environmental Engineering 155,B,Number of Records,,,,,5,,,,,,,,,,,,,,,
Environmental Engineering 155,B-,% of Total Number of Records along Grade Code Final,,,,,,10%,,,,,,,,,,,,,,
Environmental Engineering 155,B-,Number of Records,,,,,,2,,,,,,,,,,,,,,
Environmental Engineering 155,B+,% of Total Number of Records along Grade Code Final,,,,10%,,,,,,,,,,,,,,,,
Environmental Engineering 155,B+,Number of Records,,,,2,,,,,,,,,,,,,,,,
Environmental Engineering 155,C,% of Total Number of Records along Grade Code Final,,,,,,,,10%,,,,,,,,,,,,
Environmental Engineering 155,C,Number of Records,,,,,,,,2,,,,,,,,,,,,
Environmental Engineering 155,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,10%,,,,,,,,,,,
Environmental Engineering 155,C-,Number of Records,,,,,,,,,2,,,,,,,,,,,
Environmental Engineering 155,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,5%,,,,,,
Environmental Engineering 155,W,Number of Records,,,,,,,,,,,,,,1,,,,,,
Environmental Engineering 160,A,% of Total Number of Records along Grade Code Final,,20%,,,,,,,,,,,,,,,,,,
Environmental Engineering 160,A,Number of Records,,112,,,,,,,,,,,,,,,,,,
Environmental Engineering 160,A-,% of Total Number of Records along Grade Code Final,,,13%,,,,,,,,,,,,,,,,,
﻿Environmental Engineering 160,A-,Number of Records,,,71,,,,,,,,,,,,,,,,,
Environmental Engineering 160,A+,% of Total Number of Records along Grade Code Final,3%,,,,,,,,,,,,,,,,,,,
Environmental Engineering 160,A+,Number of Records,15,,,,,,,,,,,,,,,,,,,
Environmental Engineering 160,B,% of Total Number of Records along Grade Code Final,,,,,24%,,,,,,,,,,,,,,,
Environmental Engineering 160,B,Number of Records,,,,,132,,,,,,,,,,,,,,,
Environmental Engineering 160,B-,% of Total Number of Records along Grade Code Final,,,,,,10%,,,,,,,,,,,,,,
Environmental Engineering 160,B-,Number of Records,,,,,,52,,,,,,,,,,,,,,
Environmental Engineering 160,B+,% of Total Number of Records along Grade Code Final,,,,14%,,,,,,,,,,,,,,,,
Environmental Engineering 160,B+,Number of Records,,,,74,,,,,,,,,,,,,,,,
Environmental Engineering 160,C,% of Total Number of Records along Grade Code Final,,,,,,,,7%,,,,,,,,,,,,
Environmental Engineering 160,C,Number of Records,,,,,,,,36,,,,,,,,,,,,
Environmental Engineering 160,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,1%,,,,,,,,,,,
Environmental Engineering 160,C-,Number of Records,,,,,,,,,8,,,,,,,,,,,
Environmental Engineering 160,C+,% of Total Number of Records along Grade Code Final,,,,,,,5%,,,,,,,,,,,,,
Environmental Engineering 160,C+,Number of Records,,,,,,,25,,,,,,,,,,,,,
Environmental Engineering 160,D,% of Total Number of Records along Grade Code Final,,,,,,,,,,,1%,,,,,,,,,
Environmental Engineering 160,D,Number of Records,,,,,,,,,,,6,,,,,,,,,
Environmental Engineering 160,D+,% of Total Number of Records along Grade Code Final,,,,,,,,,,0%,,,,,,,,,,
Environmental Engineering 160,D+,Number of Records,,,,,,,,,,1,,,,,,,,,,
Environmental Engineering 160,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,1%,,,,,,,
Environmental Engineering 160,F,Number of Records,,,,,,,,,,,,,6,,,,,,,
Environmental Engineering 160,NP,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,0%,,,,
Environmental Engineering 160,NP,Number of Records,,,,,,,,,,,,,,,,1,,,,
Environmental Engineering 160,P,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,,1%,,
Environmental Engineering 160,P,Number of Records,,,,,,,,,,,,,,,,,,3,,
Environmental Engineering 160,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,1%,,,,,,
Environmental Engineering 160,W,Number of Records,,,,,,,,,,,,,,5,,,,,,
Environmental Engineering 162,A,% of Total Number of Records along Grade Code Final,,12%,,,,,,,,,,,,,,,,,,
Environmental Engineering 162,A,Number of Records,,27,,,,,,,,,,,,,,,,,,
Environmental Engineering 162,A-,% of Total Number of Records along Grade Code Final,,,14%,,,,,,,,,,,,,,,,,
Environmental Engineering 162,A-,Number of Records,,,31,,,,,,,,,,,,,,,,,
Environmental Engineering 162,A+,% of Total Number of Records along Grade Code Final,0%,,,,,,,,,,,,,,,,,,,
Environmental Engineering 162,A+,Number of Records,1,,,,,,,,,,,,,,,,,,,
Environmental Engineering 162,B,% of Total Number of Records along Grade Code Final,,,,,18%,,,,,,,,,,,,,,,
Environmental Engineering 162,B,Number of Records,,,,,39,,,,,,,,,,,,,,,
Environmental Engineering 162,B-,% of Total Number of Records along Grade Code Final,,,,,,13%,,,,,,,,,,,,,,
Environmental Engineering 162,B-,Number of Records,,,,,,29,,,,,,,,,,,,,,
Environmental Engineering 162,B+,% of Total Number of Records along Grade Code Final,,,,14%,,,,,,,,,,,,,,,,
Environmental Engineering 162,B+,Number of Records,,,,30,,,,,,,,,,,,,,,,
Environmental Engineering 162,C,% of Total Number of Records along Grade Code Final,,,,,,,,10%,,,,,,,,,,,,
Environmental Engineering 162,C,Number of Records,,,,,,,,21,,,,,,,,,,,,
Environmental Engineering 162,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,7%,,,,,,,,,,,
Environmental Engineering 162,C-,Number of Records,,,,,,,,,15,,,,,,,,,,,
Environmental Engineering 162,C+,% of Total Number of Records along Grade Code Final,,,,,,,9%,,,,,,,,,,,,,
Environmental Engineering 162,C+,Number of Records,,,,,,,20,,,,,,,,,,,,,
Environmental Engineering 162,D,% of Total Number of Records along Grade Code Final,,,,,,,,,,,0%,,,,,,,,,
Environmental Engineering 162,D,Number of Records,,,,,,,,,,,1,,,,,,,,,
Environmental Engineering 162,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,2%,,,,,,,
Environmental Engineering 162,F,Number of Records,,,,,,,,,,,,,5,,,,,,,
Environmental Engineering 162,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,1%,,,,,,
﻿Environmental Engineering 162,W,Number of Records,,,,,,,,,,,,,,2,,,,,,
Environmental Engineering 164,A,% of Total Number of Records along Grade Code Final,,23%,,,,,,,,,,,,,,,,,,
Environmental Engineering 164,A,Number of Records,,13,,,,,,,,,,,,,,,,,,
Environmental Engineering 164,A-,% of Total Number of Records along Grade Code Final,,,9%,,,,,,,,,,,,,,,,,
Environmental Engineering 164,A-,Number of Records,,,5,,,,,,,,,,,,,,,,,
Environmental Engineering 164,A+,% of Total Number of Records along Grade Code Final,2%,,,,,,,,,,,,,,,,,,,
Environmental Engineering 164,A+,Number of Records,1,,,,,,,,,,,,,,,,,,,
Environmental Engineering 164,B,% of Total Number of Records along Grade Code Final,,,,,19%,,,,,,,,,,,,,,,
Environmental Engineering 164,B,Number of Records,,,,,11,,,,,,,,,,,,,,,
Environmental Engineering 164,B-,% of Total Number of Records along Grade Code Final,,,,,,9%,,,,,,,,,,,,,,
Environmental Engineering 164,B-,Number of Records,,,,,,5,,,,,,,,,,,,,,
Environmental Engineering 164,B+,% of Total Number of Records along Grade Code Final,,,,11%,,,,,,,,,,,,,,,,
Environmental Engineering 164,B+,Number of Records,,,,6,,,,,,,,,,,,,,,,
Environmental Engineering 164,C,% of Total Number of Records along Grade Code Final,,,,,,,,9%,,,,,,,,,,,,
Environmental Engineering 164,C,Number of Records,,,,,,,,5,,,,,,,,,,,,
Environmental Engineering 164,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,5%,,,,,,,,,,,
Environmental Engineering 164,C-,Number of Records,,,,,,,,,3,,,,,,,,,,,
Environmental Engineering 164,C+,% of Total Number of Records along Grade Code Final,,,,,,,5%,,,,,,,,,,,,,
Environmental Engineering 164,C+,Number of Records,,,,,,,3,,,,,,,,,,,,,
Environmental Engineering 164,D,% of Total Number of Records along Grade Code Final,,,,,,,,,,,2%,,,,,,,,,
Environmental Engineering 164,D,Number of Records,,,,,,,,,,,1,,,,,,,,,
Environmental Engineering 164,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,4%,,,,,,,
Environmental Engineering 164,F,Number of Records,,,,,,,,,,,,,2,,,,,,,
Environmental Engineering 164,P,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,,2%,,
Environmental Engineering 164,P,Number of Records,,,,,,,,,,,,,,,,,,1,,
Environmental Engineering 164,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,2%,,,,,,
Environmental Engineering 164,W,Number of Records,,,,,,,,,,,,,,1,,,,,,
Environmental Engineering 170,A-,% of Total Number of Records along Grade Code Final,,,38%,,,,,,,,,,,,,,,,,
Environmental Engineering 170,A-,Number of Records,,,3,,,,,,,,,,,,,,,,,
Environmental Engineering 170,B,% of Total Number of Records along Grade Code Final,,,,,38%,,,,,,,,,,,,,,,
Environmental Engineering 170,B,Number of Records,,,,,3,,,,,,,,,,,,,,,
Environmental Engineering 170,B+,% of Total Number of Records along Grade Code Final,,,,13%,,,,,,,,,,,,,,,,
Environmental Engineering 170,B+,Number of Records,,,,1,,,,,,,,,,,,,,,,
Environmental Engineering 170,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,13%,,,,,,,
Environmental Engineering 170,F,Number of Records,,,,,,,,,,,,,1,,,,,,,
Environmental Engineering 176,A,% of Total Number of Records along Grade Code Final,,20%,,,,,,,,,,,,,,,,,,
Environmental Engineering 176,A,Number of Records,,25,,,,,,,,,,,,,,,,,,
Environmental Engineering 176,A-,% of Total Number of Records along Grade Code Final,,,20%,,,,,,,,,,,,,,,,,
Environmental Engineering 176,A-,Number of Records,,,24,,,,,,,,,,,,,,,,,
Environmental Engineering 176,A+,% of Total Number of Records along Grade Code Final,10%,,,,,,,,,,,,,,,,,,,
Environmental Engineering 176,A+,Number of Records,12,,,,,,,,,,,,,,,,,,,
Environmental Engineering 176,B,% of Total Number of Records along Grade Code Final,,,,,17%,,,,,,,,,,,,,,,
Environmental Engineering 176,B,Number of Records,,,,,21,,,,,,,,,,,,,,,
Environmental Engineering 176,B-,% of Total Number of Records along Grade Code Final,,,,,,6%,,,,,,,,,,,,,,
Environmental Engineering 176,B-,Number of Records,,,,,,7,,,,,,,,,,,,,,
Environmental Engineering 176,B+,% of Total Number of Records along Grade Code Final,,,,16%,,,,,,,,,,,,,,,,
Environmental Engineering 176,B+,Number of Records,,,,20,,,,,,,,,,,,,,,,
Environmental Engineering 176,C,% of Total Number of Records along Grade Code Final,,,,,,,,2%,,,,,,,,,,,,
Environmental Engineering 176,C,Number of Records,,,,,,,,2,,,,,,,,,,,,
Environmental Engineering 176,C+,% of Total Number of Records along Grade Code Final,,,,,,,3%,,,,,,,,,,,,,
﻿Environmental Engineering 176,C+,Number of Records,,,,,,,4,,,,,,,,,,,,,
Environmental Engineering 176,D,% of Total Number of Records along Grade Code Final,,,,,,,,,,,2%,,,,,,,,,
Environmental Engineering 176,D,Number of Records,,,,,,,,,,,2,,,,,,,,,
Environmental Engineering 176,D+,% of Total Number of Records along Grade Code Final,,,,,,,,,,1%,,,,,,,,,,
Environmental Engineering 176,D+,Number of Records,,,,,,,,,,1,,,,,,,,,,
Environmental Engineering 176,NP,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,2%,,,,
Environmental Engineering 176,NP,Number of Records,,,,,,,,,,,,,,,,3,,,,
Environmental Engineering 176,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,1%,,,,,,
Environmental Engineering 176,W,Number of Records,,,,,,,,,,,,,,1,,,,,,
Environmental Engineering 181,A,% of Total Number of Records along Grade Code Final,,33%,,,,,,,,,,,,,,,,,,
Environmental Engineering 181,A,Number of Records,,72,,,,,,,,,,,,,,,,,,
Environmental Engineering 181,A-,% of Total Number of Records along Grade Code Final,,,29%,,,,,,,,,,,,,,,,,
Environmental Engineering 181,A-,Number of Records,,,63,,,,,,,,,,,,,,,,,
Environmental Engineering 181,B,% of Total Number of Records along Grade Code Final,,,,,12%,,,,,,,,,,,,,,,
Environmental Engineering 181,B,Number of Records,,,,,26,,,,,,,,,,,,,,,
Environmental Engineering 181,B-,% of Total Number of Records along Grade Code Final,,,,,,3%,,,,,,,,,,,,,,
Environmental Engineering 181,B-,Number of Records,,,,,,7,,,,,,,,,,,,,,
Environmental Engineering 181,B+,% of Total Number of Records along Grade Code Final,,,,10%,,,,,,,,,,,,,,,,
Environmental Engineering 181,B+,Number of Records,,,,22,,,,,,,,,,,,,,,,
Environmental Engineering 181,C,% of Total Number of Records along Grade Code Final,,,,,,,,1%,,,,,,,,,,,,
Environmental Engineering 181,C,Number of Records,,,,,,,,3,,,,,,,,,,,,
Environmental Engineering 181,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,3%,,,,,,,,,,,
Environmental Engineering 181,C-,Number of Records,,,,,,,,,7,,,,,,,,,,,
Environmental Engineering 181,C+,% of Total Number of Records along Grade Code Final,,,,,,,2%,,,,,,,,,,,,,
Environmental Engineering 181,C+,Number of Records,,,,,,,5,,,,,,,,,,,,,
Environmental Engineering 181,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,1%,,,,,,,
Environmental Engineering 181,F,Number of Records,,,,,,,,,,,,,3,,,,,,,
Environmental Engineering 181,NP,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,0%,,,,
Environmental Engineering 181,NP,Number of Records,,,,,,,,,,,,,,,,1,,,,
Environmental Engineering 181,P,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,,4%,,
Environmental Engineering 181,P,Number of Records,,,,,,,,,,,,,,,,,,9,,
Environmental Engineering 181,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,0%,,,,,,
Environmental Engineering 181,W,Number of Records,,,,,,,,,,,,,,1,,,,,,
Environmental Engineering 182,A,% of Total Number of Records along Grade Code Final,,47%,,,,,,,,,,,,,,,,,,
Environmental Engineering 182,A,Number of Records,,15,,,,,,,,,,,,,,,,,,
Environmental Engineering 182,A-,% of Total Number of Records along Grade Code Final,,,16%,,,,,,,,,,,,,,,,,
Environmental Engineering 182,A-,Number of Records,,,5,,,,,,,,,,,,,,,,,
Environmental Engineering 182,A+,% of Total Number of Records along Grade Code Final,3%,,,,,,,,,,,,,,,,,,,
Environmental Engineering 182,A+,Number of Records,1,,,,,,,,,,,,,,,,,,,
Environmental Engineering 182,B,% of Total Number of Records along Grade Code Final,,,,,19%,,,,,,,,,,,,,,,
Environmental Engineering 182,B,Number of Records,,,,,6,,,,,,,,,,,,,,,
Environmental Engineering 182,B+,% of Total Number of Records along Grade Code Final,,,,9%,,,,,,,,,,,,,,,,
Environmental Engineering 182,B+,Number of Records,,,,3,,,,,,,,,,,,,,,,
Environmental Engineering 182,C,% of Total Number of Records along Grade Code Final,,,,,,,,3%,,,,,,,,,,,,
Environmental Engineering 182,C,Number of Records,,,,,,,,1,,,,,,,,,,,,
Environmental Engineering 182,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,3%,,,,,,
Environmental Engineering 182,W,Number of Records,,,,,,,,,,,,,,1,,,,,,
Environmental Engineering 183,A,% of Total Number of Records along Grade Code Final,,42%,,,,,,,,,,,,,,,,,,
Environmental Engineering 183,A,Number of Records,,29,,,,,,,,,,,,,,,,,,
Environmental Engineering 183,A-,% of Total Number of Records along Grade Code Final,,,23%,,,,,,,,,,,,,,,,,
﻿Environmental Engineering 183,A-,Number of Records,,,16,,,,,,,,,,,,,,,,,
Environmental Engineering 183,B,% of Total Number of Records along Grade Code Final,,,,,13%,,,,,,,,,,,,,,,
Environmental Engineering 183,B,Number of Records,,,,,9,,,,,,,,,,,,,,,
Environmental Engineering 183,B+,% of Total Number of Records along Grade Code Final,,,,12%,,,,,,,,,,,,,,,,
Environmental Engineering 183,B+,Number of Records,,,,8,,,,,,,,,,,,,,,,
Environmental Engineering 183,C,% of Total Number of Records along Grade Code Final,,,,,,,,4%,,,,,,,,,,,,
Environmental Engineering 183,C,Number of Records,,,,,,,,3,,,,,,,,,,,,
Environmental Engineering 183,C+,% of Total Number of Records along Grade Code Final,,,,,,,1%,,,,,,,,,,,,,
Environmental Engineering 183,C+,Number of Records,,,,,,,1,,,,,,,,,,,,,
Environmental Engineering 183,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,4%,,,,,,,
Environmental Engineering 183,F,Number of Records,,,,,,,,,,,,,3,,,,,,,
Environmental Engineering 184,A,% of Total Number of Records along Grade Code Final,,33%,,,,,,,,,,,,,,,,,,
Environmental Engineering 184,A,Number of Records,,23,,,,,,,,,,,,,,,,,,
Environmental Engineering 184,A-,% of Total Number of Records along Grade Code Final,,,14%,,,,,,,,,,,,,,,,,
Environmental Engineering 184,A-,Number of Records,,,10,,,,,,,,,,,,,,,,,
Environmental Engineering 184,A+,% of Total Number of Records along Grade Code Final,10%,,,,,,,,,,,,,,,,,,,
Environmental Engineering 184,A+,Number of Records,7,,,,,,,,,,,,,,,,,,,
Environmental Engineering 184,B,% of Total Number of Records along Grade Code Final,,,,,14%,,,,,,,,,,,,,,,
Environmental Engineering 184,B,Number of Records,,,,,10,,,,,,,,,,,,,,,
Environmental Engineering 184,B-,% of Total Number of Records along Grade Code Final,,,,,,4%,,,,,,,,,,,,,,
Environmental Engineering 184,B-,Number of Records,,,,,,3,,,,,,,,,,,,,,
Environmental Engineering 184,B+,% of Total Number of Records along Grade Code Final,,,,10%,,,,,,,,,,,,,,,,
Environmental Engineering 184,B+,Number of Records,,,,7,,,,,,,,,,,,,,,,
Environmental Engineering 184,C,% of Total Number of Records along Grade Code Final,,,,,,,,4%,,,,,,,,,,,,
Environmental Engineering 184,C,Number of Records,,,,,,,,3,,,,,,,,,,,,
Environmental Engineering 184,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,1%,,,,,,,,,,,
Environmental Engineering 184,C-,Number of Records,,,,,,,,,1,,,,,,,,,,,
Environmental Engineering 184,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,4%,,,,,,,
Environmental Engineering 184,F,Number of Records,,,,,,,,,,,,,3,,,,,,,
Environmental Engineering 184,NP,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,1%,,,,
Environmental Engineering 184,NP,Number of Records,,,,,,,,,,,,,,,,1,,,,
Environmental Engineering 184,P,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,,3%,,
Environmental Engineering 184,P,Number of Records,,,,,,,,,,,,,,,,,,2,,
Environmental Engineering 190,A,% of Total Number of Records along Grade Code Final,,32%,,,,,,,,,,,,,,,,,,
Environmental Engineering 190,A,Number of Records,,12,,,,,,,,,,,,,,,,,,
Environmental Engineering 190,A-,% of Total Number of Records along Grade Code Final,,,19%,,,,,,,,,,,,,,,,,
